gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
mens,2021-03-14,0,1.0,0.989392299821,0.909016094819,0.731849884025,0.559871716487,0.433404403651,0.281433472751,1,1,2250,Gonzaga,96.52,West,1,0
mens,2021-03-14,0,1.0,0.977151372136,0.81337448151,0.650669963764,0.445882726458,0.271847418262,0.149911111512,1,1,356,Illinois,93.85,Midwest,1,64
mens,2021-03-14,0,1.0,0.981697964462,0.718449208736,0.56814191629,0.405534928332,0.240603107125,0.132778454691,1,1,239,Baylor,93.64,South,1,96
mens,2021-03-14,0,1.0,0.943889037926,0.708216858962,0.493107794114,0.184475017429,0.116183437636,0.057798916276,1,1,2294,Iowa,90.81,West,2,28
mens,2021-03-14,0,1.0,0.963993612776,0.716903954877,0.474986771424,0.226273712969,0.117011018553,0.054783281176,1,1,248,Houston,90.55,Midwest,2,92
mens,2021-03-14,0,1.0,0.943777141115,0.700860345535,0.432250442509,0.188864398589,0.087215476432,0.037940211706,1,1,194,Ohio State,89.35,South,2,124
mens,2021-03-14,0,1.0,0.95193524107,0.595572422324,0.366657044669,0.205296499829,0.07371737607,0.03258761436,1,1,333,Alabama,88.84,East,2,60
mens,2021-03-14,0,1.0,0.963183437635,0.620822135005,0.368887926917,0.202523742301,0.071302456311,0.031013461454,1,1,130,Michigan,88.64,East,1,32
mens,2021-03-14,0,1.0,0.864190547398,0.50931519843,0.12988039128,0.069667513492,0.039454134705,0.017343206958,1,1,258,Virginia,88.07,West,4,12
mens,2021-03-14,0,1.0,0.829323843915,0.469730053706,0.228127413273,0.114148646015,0.035975975473,0.01427633737,1,1,52,Florida State,86.76,East,4,44
mens,2021-03-14,0,1.0,0.845872571715,0.490324383158,0.229879354365,0.115039872296,0.036086677854,0.014264168954,1,1,251,Texas,86.75,East,3,52
mens,2021-03-14,0,1.0,0.905589802902,0.496125754485,0.208216329766,0.076462406587,0.031584211116,0.011928722722,1,1,277,West Virginia,86.62,Midwest,3,84
mens,2021-03-14,0,1.0,0.554076105251,0.163496641323,0.105352683622,0.058943628748,0.02624261792,0.011034987915,1,1,275,Wisconsin,87.33,South,9,102
mens,2021-03-14,0,1.0,0.818708352832,0.413032017961,0.096099226783,0.048695865935,0.026251707249,0.010918739259,1,1,156,Creighton,87.0,West,5,8
mens,2021-03-14,0,1.0,0.810934409995,0.500530001772,0.146600543031,0.073241734231,0.028835675779,0.010824914755,1,1,2509,Purdue,86.47,South,4,108
mens,2021-03-14,0,1.0,0.670883201869,0.381440279863,0.185104855141,0.069451181985,0.028055418913,0.010784036878,1,1,2641,Texas Tech,86.44,South,6,112
mens,2021-03-14,0,1.0,0.762796671747,0.403660062053,0.190939009138,0.069694404055,0.027479435374,0.010329730505,1,1,8,Arkansas,86.27,South,3,116
mens,2021-03-14,0,1.0,0.695153052533,0.369625858593,0.174179193218,0.084880382181,0.025942900704,0.010034235425,1,1,38,Colorado,86.03,East,5,40
mens,2021-03-14,0,1.0,0.728453549479,0.472606546722,0.182263003892,0.045746222411,0.022428069467,0.008409230786,1,1,30,Southern California,85.76,West,6,16
mens,2021-03-14,0,1.0,0.78639319573,0.353181624219,0.146685827861,0.039908155784,0.020645248523,0.008205141157,1,1,2305,Kansas,83.5,West,3,20
mens,2021-03-14,0,1.0,0.7444093924,0.442076742058,0.122951193774,0.055379924592,0.021944303826,0.007969809274,1,1,2633,Tennessee,85.79,Midwest,5,72
mens,2021-03-14,0,1.0,0.609416886827,0.318176162815,0.130238725454,0.046698727162,0.01889269114,0.006996892659,1,1,21,San Diego State,85.6,Midwest,6,80
mens,2021-03-14,0,1.0,0.539299600897,0.222329020929,0.117157506582,0.056043373517,0.01668372772,0.00631198032,1,1,41,Connecticut,85.26,East,7,56
mens,2021-03-14,0,1.0,0.445923894749,0.116758641195,0.070998831047,0.037246622713,0.015454215673,0.006088609528,1,1,153,North Carolina,86.09,South,8,100
mens,2021-03-14,0,1.0,0.59508506784,0.239940469559,0.120806818979,0.05628941038,0.016343636047,0.00605479807,1,1,99,Louisiana State,85.07,East,8,36
