gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot,R64_picked,R32_picked,S16_picked,E8_picked,F4_picked,NCG_picked
mens,2019-04-06,0,1.0,1.0,1.0,1.0,1.0,1.0,0.549860100077,6,1,258,Virginia,96.39,South,1,96,98.3%,79.5%,69.4%,48.8%,20.2%,7.9%
mens,2019-04-06,0,1.0,1.0,1.0,1.0,1.0,1.0,0.45013989992299996,6,1,2641,Texas Tech,95.41,West,3,52,94.9%,63.4%,41.0%,11.6%,3.3%,1.5%
mens,2019-04-06,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7,0,127,Michigan State,93.94,East,2,28,97.1%,81.0%,41.0%,16.9%,9.1%,5.3%
mens,2019-04-06,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7,0,2,Auburn,90.53,Midwest,5,72,59.8%,7.2%,1.7%,0.6%,0.2%,0.1%
mens,2019-04-06,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,150,Duke,96.56,East,1,0,98.7%,94.1%,85.0%,61.9%,41.1%,27.1%
mens,2019-04-06,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,2250,Gonzaga,95.66,West,1,32,98.0%,89.1%,33.5%,22.0%,6.9%,3.8%
mens,2019-04-06,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,96,Kentucky,92.31,Midwest,2,92,96.7%,87.2%,49.6%,15.1%,9.9%,3.7%
mens,2019-04-06,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,2509,Purdue,91.97,South,3,116,94.4%,64.9%,32.0%,11.8%,3.2%,1.2%
mens,2019-04-06,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,259,Virginia Tech,90.22,East,4,12,89.1%,57.1%,7.4%,3.0%,1.3%,0.6%
mens,2019-04-06,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,99,Louisiana State,87.07,East,3,20,94.1%,68.9%,33.9%,12.4%,6.6%,3.6%
mens,2019-04-06,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,52,Florida State,90.37,West,4,44,96.5%,87.8%,57.8%,38.5%,22.3%,9.4%
mens,2019-04-06,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,130,Michigan,91.92,West,2,60,96.5%,71.7%,35.1%,9.6%,2.6%,1.2%
mens,2019-04-06,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,153,North Carolina,93.61,Midwest,1,64,98.0%,65.1%,29.2%,18.4%,13.5%,5.9%
mens,2019-04-06,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,248,Houston,89.58,Midwest,3,84,97.9%,84.7%,52.1%,20.8%,12.1%,5.5%
mens,2019-04-06,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,2483,Oregon,86.95,South,12,106,33.6%,4.5%,1.2%,0.2%,0.1%,0.0%
mens,2019-04-06,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,2633,Tennessee,91.88,South,2,124,97.4%,82.5%,48.6%,20.7%,5.7%,2.0%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2116,Central Florida,83.35,East,9,6,68.7%,3.8%,1.9%,0.6%,0.3%,0.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2335,Liberty,79.42,East,12,10,30.2%,3.6%,1.1%,0.2%,0.2%,0.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,120,Maryland,85.23,East,6,16,79.1%,33.7%,7.8%,2.7%,1.0%,0.6%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,135,Minnesota,82.69,East,10,26,22.8%,4.1%,1.1%,0.4%,0.2%,0.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,239,Baylor,82.24,West,9,38,31.4%,3.9%,0.9%,0.3%,0.1%,0.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,93,Murray State,83.89,West,12,42,25.1%,2.8%,0.5%,0.3%,0.1%,0.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2084,Buffalo,86.83,West,6,48,80.4%,31.3%,10.5%,4.1%,2.1%,1.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,57,Florida,85.35,West,10,58,40.3%,5.7%,1.2%,0.3%,0.1%,0.0%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,264,Washington,84.32,Midwest,9,70,38.0%,5.7%,1.2%,0.4%,0.1%,0.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2305,Kansas,87.11,Midwest,4,76,97.1%,87.9%,58.9%,47.1%,28.0%,14.6%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,194,Ohio State,83.57,Midwest,11,82,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2747,Wofford,85.52,Midwest,7,88,60.1%,4.5%,2.0%,0.6%,0.3%,0.1%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,201,Oklahoma,85.0,South,9,102,64.7%,15.2%,11.2%,4.2%,1.4%,0.8%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,300,UC-Irvine,80.01,South,13,110,11.1%,2.7%,0.4%,0.1%,0.0%,0.0%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,222,Villanova,87.29,South,6,112,74.9%,26.0%,4.8%,1.6%,0.6%,0.3%
mens,2019-04-06,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2294,Iowa,83.85,South,10,122,19.7%,3.4%,0.7%,0.2%,0.1%,0.0%
mens,2019-04-06,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2449,North Dakota State,70.79,East,16b,3,1.3%,0.7%,0.5%,0.3%,0.1%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2670,Virginia Commonwealth,81.7,East,8,4,2.0%,0.8%,0.8%,0.3%,0.1%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,344,Mississippi State,85.11,East,5,8,77.2%,29.3%,3.7%,1.2%,0.4%,0.2%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,139,Saint Louis,77.01,East,13,14,5.6%,1.7%,0.4%,0.1%,0.1%,0.0%
mens,2019-04-06,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2057,Belmont,81.74,East,11a,18,19.6%,3.4%,0.7%,0.2%,0.1%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,43,Yale,77.11,East,14,22,3.6%,1.4%,0.4%,0.2%,0.1%,0.0%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,97,Louisville,85.9,East,7,24,62.0%,12.2%,3.8%,1.0%,0.2%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,71,Bradley,72.91,East,15,30,5.9%,1.8%,0.7%,0.2%,0.1%,0.0%
mens,2019-04-06,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,161,Fairleigh Dickinson,70.86,West,16a,34,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,183,Syracuse,83.92,West,8,36,66.4%,7.5%,1.4%,0.5%,0.2%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,269,Marquette,84.41,West,5,40,71.1%,11.2%,4.6%,1.4%,0.4%,0.2%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,261,Vermont,79.29,West,13,46,2.1%,1.0%,0.4%,0.1%,0.1%,0.0%
mens,2019-04-06,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,9,Arizona State,81.94,West,11a,50,28.9%,3.8%,0.6%,0.3%,0.1%,0.0%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,94,Northern Kentucky,77.27,West,14,54,2.6%,1.1%,0.4%,0.1%,0.1%,0.0%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2440,Nevada,86.11,West,7,56,71.2%,20.6%,5.9%,1.6%,0.4%,0.2%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,149,Montana,76.17,West,15,62,10.9%,1.4%,0.7%,0.2%,0.1%,0.0%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,314,Iona,71.88,Midwest,16,66,23.6%,3.4%,0.8%,0.3%,0.1%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,328,Utah State,82.26,Midwest,8,68,80.3%,33.9%,9.5%,3.3%,1.2%,0.4%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,166,New Mexico State,80.91,Midwest,12,74,39.9%,4.9%,1.2%,0.4%,0.2%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,111,Northeastern,78.58,Midwest,13,78,2.9%,1.3%,0.3%,0.1%,0.1%,0.0%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,66,Iowa State,86.12,Midwest,6,80,43.3%,5.9%,1.3%,0.4%,0.2%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2247,Georgia State,76.3,Midwest,14,86,3.3%,1.5%,0.4%,0.1%,0.1%,0.0%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2550,Seton Hall,82.2,Midwest,10,90,20.9%,4.8%,0.6%,0.4%,0.2%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2000,Abilene Christian,72.33,Midwest,15,94,2.9%,1.3%,0.6%,0.1%,0.1%,0.0%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2241,Gardner-Webb,71.74,South,16,98,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,145,Mississippi,81.64,South,8,100,35.3%,7.1%,2.5%,0.7%,0.3%,0.2%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,275,Wisconsin,86.54,South,5,104,76.4%,25.4%,8.7%,2.2%,0.4%,0.2%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2306,Kansas State,86.65,South,4,108,88.9%,57.3%,15.7%,5.5%,0.9%,0.3%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2608,Saint Mary's (CA),83.58,South,11,114,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,295,Old Dominion,76.98,South,14,118,3.6%,1.5%,0.4%,0.2%,0.1%,0.0%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2132,Cincinnati,85.44,South,7,120,69.9%,14.5%,5.2%,1.4%,0.4%,0.2%
mens,2019-04-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2142,Colgate,74.95,South,15,126,5.1%,1.6%,0.6%,0.2%,0.1%,0.0%
mens,2019-04-06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2428,North Carolina Central,65.48,East,16a,2,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2019-04-06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,218,Temple,79.39,East,11b,19,19.6%,3.4%,0.7%,0.2%,0.1%,0.1%
mens,2019-04-06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2504,Prairie View,69.57,West,16b,35,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2019-04-06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2599,St. John's (NY),78.84,West,11b,51,28.9%,3.8%,0.6%,0.3%,0.1%,0.0%
mens,2019-03-31,0,1.0,1.0,1.0,1.0,1.0,0.729824107923,0.406942686792,5,1,258,Virginia,95.98,South,1,96,98.3%,79.5%,69.4%,48.8%,20.2%,7.9%
mens,2019-03-31,0,1.0,1.0,1.0,1.0,1.0,0.54146958798,0.276254017056,5,1,127,Michigan State,93.94,East,2,28,97.1%,81.0%,41.0%,16.9%,9.1%,5.3%
mens,2019-03-31,0,1.0,1.0,1.0,1.0,1.0,0.45853041202,0.219284461617,5,1,2641,Texas Tech,93.77,West,3,52,94.9%,63.4%,41.0%,11.6%,3.3%,1.5%
mens,2019-03-31,0,1.0,1.0,1.0,1.0,1.0,0.270175892077,0.09751883453400001,5,1,2,Auburn,90.53,Midwest,5,72,59.8%,7.2%,1.7%,0.6%,0.2%,0.1%
mens,2019-03-31,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,150,Duke,96.56,East,1,0,98.7%,94.1%,85.0%,61.9%,41.1%,27.1%
mens,2019-03-31,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,2250,Gonzaga,95.66,West,1,32,98.0%,89.1%,33.5%,22.0%,6.9%,3.8%
mens,2019-03-31,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,96,Kentucky,92.31,Midwest,2,92,96.7%,87.2%,49.6%,15.1%,9.9%,3.7%
mens,2019-03-31,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,2509,Purdue,91.97,South,3,116,94.4%,64.9%,32.0%,11.8%,3.2%,1.2%
mens,2019-03-31,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,259,Virginia Tech,90.22,East,4,12,89.1%,57.1%,7.4%,3.0%,1.3%,0.6%
mens,2019-03-31,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,99,Louisiana State,87.07,East,3,20,94.1%,68.9%,33.9%,12.4%,6.6%,3.6%
mens,2019-03-31,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,52,Florida State,90.37,West,4,44,96.5%,87.8%,57.8%,38.5%,22.3%,9.4%
mens,2019-03-31,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,130,Michigan,91.92,West,2,60,96.5%,71.7%,35.1%,9.6%,2.6%,1.2%
mens,2019-03-31,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,153,North Carolina,93.61,Midwest,1,64,98.0%,65.1%,29.2%,18.4%,13.5%,5.9%
mens,2019-03-31,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,248,Houston,89.58,Midwest,3,84,97.9%,84.7%,52.1%,20.8%,12.1%,5.5%
mens,2019-03-31,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,2483,Oregon,86.95,South,12,106,33.6%,4.5%,1.2%,0.2%,0.1%,0.0%
mens,2019-03-31,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,2633,Tennessee,91.88,South,2,124,97.4%,82.5%,48.6%,20.7%,5.7%,2.0%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2116,Central Florida,83.35,East,9,6,68.7%,3.8%,1.9%,0.6%,0.3%,0.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2335,Liberty,79.42,East,12,10,30.2%,3.6%,1.1%,0.2%,0.2%,0.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,120,Maryland,85.23,East,6,16,79.1%,33.7%,7.8%,2.7%,1.0%,0.6%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,135,Minnesota,82.69,East,10,26,22.8%,4.1%,1.1%,0.4%,0.2%,0.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,239,Baylor,82.24,West,9,38,31.4%,3.9%,0.9%,0.3%,0.1%,0.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,93,Murray State,83.89,West,12,42,25.1%,2.8%,0.5%,0.3%,0.1%,0.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2084,Buffalo,86.83,West,6,48,80.4%,31.3%,10.5%,4.1%,2.1%,1.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,57,Florida,85.35,West,10,58,40.3%,5.7%,1.2%,0.3%,0.1%,0.0%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,264,Washington,84.32,Midwest,9,70,38.0%,5.7%,1.2%,0.4%,0.1%,0.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2305,Kansas,87.11,Midwest,4,76,97.1%,87.9%,58.9%,47.1%,28.0%,14.6%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,194,Ohio State,83.57,Midwest,11,82,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2747,Wofford,85.52,Midwest,7,88,60.1%,4.5%,2.0%,0.6%,0.3%,0.1%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,201,Oklahoma,85.0,South,9,102,64.7%,15.2%,11.2%,4.2%,1.4%,0.8%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,300,UC-Irvine,80.01,South,13,110,11.1%,2.7%,0.4%,0.1%,0.0%,0.0%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,222,Villanova,87.29,South,6,112,74.9%,26.0%,4.8%,1.6%,0.6%,0.3%
mens,2019-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,2294,Iowa,83.85,South,10,122,19.7%,3.4%,0.7%,0.2%,0.1%,0.0%
mens,2019-03-31,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2449,North Dakota State,70.79,East,16b,3,1.3%,0.7%,0.5%,0.3%,0.1%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2670,Virginia Commonwealth,81.7,East,8,4,2.0%,0.8%,0.8%,0.3%,0.1%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,344,Mississippi State,85.11,East,5,8,77.2%,29.3%,3.7%,1.2%,0.4%,0.2%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,139,Saint Louis,77.01,East,13,14,5.6%,1.7%,0.4%,0.1%,0.1%,0.0%
mens,2019-03-31,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2057,Belmont,81.74,East,11a,18,19.6%,3.4%,0.7%,0.2%,0.1%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,43,Yale,77.11,East,14,22,3.6%,1.4%,0.4%,0.2%,0.1%,0.0%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,97,Louisville,85.9,East,7,24,62.0%,12.2%,3.8%,1.0%,0.2%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,71,Bradley,72.91,East,15,30,5.9%,1.8%,0.7%,0.2%,0.1%,0.0%
mens,2019-03-31,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,161,Fairleigh Dickinson,70.86,West,16a,34,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,183,Syracuse,83.92,West,8,36,66.4%,7.5%,1.4%,0.5%,0.2%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,269,Marquette,84.41,West,5,40,71.1%,11.2%,4.6%,1.4%,0.4%,0.2%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,261,Vermont,79.29,West,13,46,2.1%,1.0%,0.4%,0.1%,0.1%,0.0%
mens,2019-03-31,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,9,Arizona State,81.94,West,11a,50,28.9%,3.8%,0.6%,0.3%,0.1%,0.0%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,94,Northern Kentucky,77.27,West,14,54,2.6%,1.1%,0.4%,0.1%,0.1%,0.0%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2440,Nevada,86.11,West,7,56,71.2%,20.6%,5.9%,1.6%,0.4%,0.2%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,149,Montana,76.17,West,15,62,10.9%,1.4%,0.7%,0.2%,0.1%,0.0%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,314,Iona,71.88,Midwest,16,66,23.6%,3.4%,0.8%,0.3%,0.1%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,328,Utah State,82.26,Midwest,8,68,80.3%,33.9%,9.5%,3.3%,1.2%,0.4%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,166,New Mexico State,80.91,Midwest,12,74,39.9%,4.9%,1.2%,0.4%,0.2%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,111,Northeastern,78.58,Midwest,13,78,2.9%,1.3%,0.3%,0.1%,0.1%,0.0%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,66,Iowa State,86.12,Midwest,6,80,43.3%,5.9%,1.3%,0.4%,0.2%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2247,Georgia State,76.3,Midwest,14,86,3.3%,1.5%,0.4%,0.1%,0.1%,0.0%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2550,Seton Hall,82.2,Midwest,10,90,20.9%,4.8%,0.6%,0.4%,0.2%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2000,Abilene Christian,72.33,Midwest,15,94,2.9%,1.3%,0.6%,0.1%,0.1%,0.0%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2241,Gardner-Webb,71.74,South,16,98,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,145,Mississippi,81.64,South,8,100,35.3%,7.1%,2.5%,0.7%,0.3%,0.2%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,275,Wisconsin,86.54,South,5,104,76.4%,25.4%,8.7%,2.2%,0.4%,0.2%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2306,Kansas State,86.65,South,4,108,88.9%,57.3%,15.7%,5.5%,0.9%,0.3%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2608,Saint Mary's (CA),83.58,South,11,114,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,295,Old Dominion,76.98,South,14,118,3.6%,1.5%,0.4%,0.2%,0.1%,0.0%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2132,Cincinnati,85.44,South,7,120,69.9%,14.5%,5.2%,1.4%,0.4%,0.2%
mens,2019-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2142,Colgate,74.95,South,15,126,5.1%,1.6%,0.6%,0.2%,0.1%,0.0%
mens,2019-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2428,North Carolina Central,65.48,East,16a,2,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2019-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,218,Temple,79.39,East,11b,19,19.6%,3.4%,0.7%,0.2%,0.1%,0.1%
mens,2019-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2504,Prairie View,69.57,West,16b,35,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2019-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2599,St. John's (NY),78.84,West,11b,51,28.9%,3.8%,0.6%,0.3%,0.1%,0.0%
mens,2019-03-30,0,1.0,1.0,1.0,1.0,1.0,0.649167072853,0.331054004149,5,1,258,Virginia,95.98,South,1,96,98.3%,79.5%,69.4%,48.8%,20.2%,7.9%
mens,2019-03-30,0,1.0,1.0,1.0,1.0,0.668900997435,0.433718121616,0.255003189081,4,1,150,Duke,96.56,East,1,0,98.7%,94.1%,85.0%,61.9%,41.1%,27.1%
mens,2019-03-30,0,1.0,1.0,1.0,1.0,1.0,0.374537377664,0.17457476467,5,1,2641,Texas Tech,93.77,West,3,52,94.9%,63.4%,41.0%,11.6%,3.3%,1.5%
mens,2019-03-30,0,1.0,1.0,1.0,1.0,0.628712911023,0.24416588612,0.10377936707,4,1,96,Kentucky,92.31,Midwest,2,92,96.7%,87.2%,49.6%,15.1%,9.9%,3.7%
mens,2019-03-30,0,1.0,1.0,1.0,1.0,0.33109900256499997,0.19174450072000002,0.100428076057,4,1,127,Michigan State,93.23,East,2,28,97.1%,81.0%,41.0%,16.9%,9.1%,5.3%
mens,2019-03-30,0,1.0,1.0,1.0,1.0,0.37128708897699997,0.106667041027,0.035160598973,4,1,2,Auburn,89.53,Midwest,5,72,59.8%,7.2%,1.7%,0.6%,0.2%,0.1%
mens,2019-03-30,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,2250,Gonzaga,95.66,West,1,32,98.0%,89.1%,33.5%,22.0%,6.9%,3.8%
mens,2019-03-30,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,2509,Purdue,91.97,South,3,116,94.4%,64.9%,32.0%,11.8%,3.2%,1.2%
mens,2019-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,259,Virginia Tech,90.22,East,4,12,89.1%,57.1%,7.4%,3.0%,1.3%,0.6%
mens,2019-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,99,Louisiana State,87.07,East,3,20,94.1%,68.9%,33.9%,12.4%,6.6%,3.6%
mens,2019-03-30,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,52,Florida State,90.37,West,4,44,96.5%,87.8%,57.8%,38.5%,22.3%,9.4%
